University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,SGPA_CGPA_Gap,Study_Intensity,Total_Learning_Hours,Social_Study_Ratio
2019,Male,22,2019,BCSE,11,Yes,No,6,3,Offline,Yes,Yes,7,Advance,100,No,No,No,Cyber security,4,Data Science,Single,No,Family,No,2.91,No,3.97,141,150000,1.06,18,10,1.1475409836065575
2021,Female,20,2020,BCSE,9,No,No,3,3,Online,Yes,Yes,3,Advance,100,No,No,No,Networking,2,Hardware,Relationship,Yes,Bachelor,No,1.8,No,2.89,116,155000,1.09,9,5,0.9677419354838709
2021,Female,20,2020,BCSE,8,Yes,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,2.78,No,3.8,89,158000,1.02,10,9,0.5882352941176471
2021,Female,21,2021,BCSE,5,Yes,No,3,2,Offline,Yes,Yes,8,Advance,67,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,1.65,No,2.56,64,165000,0.9100000000000001,6,5,2.5806451612903225
2020,Female,22,2019,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,4,Advance,100,No,No,No,Programming,2,UI/UX,Single,Yes,Family,No,2.32,No,3.87,113,170000,1.5500000000000003,2,4,1.9047619047619047
2020,Female,25,2019,BCSE,11,No,No,3,3,Online,Yes,Yes,1,Advance,35,No,No,No,Networking,2,Hardware,Relationship,No,Bachelor,No,1.57,No,2.63,143,170000,1.0599999999999998,9,5,0.3225806451612903
2021,Female,20,2020,BCSE,8,Yes,No,3,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,4,Data Science,Single,Yes,Family,No,2.85,No,3.93,100,190000,1.08,9,7,0.9677419354838709
2020,Male,21,2020,BCSE,10,No,No,3,2,Offline,Yes,Yes,1,Intermediate,68,No,No,No,Networking,4,Hardware,Married,No,Family,No,2.74,No,3.84,137,190000,1.0999999999999996,6,7,0.3225806451612903
2020,Female,22,2020,BCSE,7,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,Yes,No,Web development,3,UI/UX,Single,Yes,Bachelor,No,2.13,No,3.03,107,235000,0.8999999999999999,6,6,2.258064516129032
2021,Female,20,2021,BCSE,5,Yes,No,6,2,Offline,Yes,Yes,1,Advance,100,No,No,No,Programming,4,UI/UX,Single,Yes,Family,No,2.91,No,3.91,81,250000,1.0,12,10,0.1639344262295082
2019,Female,25,2018,BCSE,11,No,No,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Cyber security,1,Data Science,Single,No,Bachelor,No,1.43,No,2.49,143,255000,1.0600000000000003,9,4,0.6451612903225806
2019,Male,25,2017,BCSE,11,No,No,2,1,Offline,Yes,No,5,Basic,86,No,No,No,Networking,3,Data Science,Relationship,No,Family,No,1.98,No,2.89,145,300000,0.9100000000000001,2,5,2.380952380952381
2020,Male,23,2019,BCSE,9,Yes,No,1,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Web development,1,Data Science,Relationship,No,Family,No,2.91,No,3.89,103,10000,0.98,2,2,4.545454545454545
2020,Female,22,2019,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,2.5,No,3.48,128,25000,0.98,2,3,1.4285714285714286
2023,Female,21,2022,BCSE,2,No,No,5,5,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,2.85,No,3.65,28,25000,0.7999999999999998,25,8,0.9803921568627452
2020,Female,24,2019,BCSE,9,No,No,5,1,Offline,Yes,Yes,6,Basic,90,No,No,No,Networking,2,Hardware,Single,Yes,Family,Yes,2.2,Yes,3.5,60,28000,1.2999999999999998,5,7,1.1764705882352942
2020,Male,25,2019,BCSE,10,Yes,No,3,1,Online,Yes,Yes,5,Advance,99,No,No,Yes,Networking,3,Software,Relationship,Yes,Bachelor,No,2.48,No,3.48,105,30000,1.0,3,6,1.6129032258064515
2020,Female,23,2019,BCSE,10,No,No,4,1,Offline,Yes,Yes,3,Intermediate,98,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,2.87,No,3.93,138,30000,1.06,4,6,0.7317073170731708
2022,Male,22,2020,BCSE,5,Yes,No,2,2,Offline,Yes,No,4,Intermediate,99,No,No,Yes,Programming,2,Hardware,Single,No,Family,No,2.56,No,3.35,54,30000,0.79,4,4,1.9047619047619047
2021,Female,20,2020,BCSE,7,No,No,4,2,Offline,Yes,Yes,7,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Relationship,No,Family,No,2.31,No,3.45,109,30000,1.1400000000000001,8,5,1.707317073170732
2018,Male,25,2018,BCSE,11,No,No,3,1,Offline,Yes,Yes,3,Basic,100,No,Yes,Yes,Cyber security,2,Data Science,Married,No,Family,No,2.45,No,3.56,143,32000,1.1099999999999999,3,5,0.9677419354838709
2022,Female,19,2021,BCSE,7,No,No,4,2,Online,Yes,Yes,5,Intermediate,90,No,No,Yes,Artificial Intelligence,2,Hardware,Relationship,Yes,Family,Yes,2.09,No,3.34,100,34000,1.25,8,6,1.2195121951219514
2019,Male,24,2018,BCSE,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,65,Yes,No,No,Cyber security,2,Data Science,Single,Yes,Family,Yes,2.45,No,3.55,144,37000,1.0999999999999996,6,5,0.9677419354838709
2020,Female,20,2020,BCSE,11,No,No,2,2,Online,Yes,Yes,3,Intermediate,72,No,No,No,Cyber security,4,Data Science,Married,No,Family,No,2.67,No,3.77,143,37000,1.1,4,6,1.4285714285714286
2022,Male,21,2021,BCSE,6,No,No,2,2,Offline,Yes,Yes,3,Advance,42,No,No,Yes,Cyber security,3,Data Science,Single,No,Bachelor,Yes,1.89,No,2.97,97,37000,1.0800000000000003,4,5,1.4285714285714286
2021,Female,20,2020,BCSE,8,No,No,2,2,Online,Yes,No,3,Basic,68,No,No,No,Web development,4,Software,Married,Yes,Family,No,2.67,No,3.74,90,38000,1.0700000000000003,4,6,1.4285714285714286
2022,Female,22,2021,BCSE,5,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,47,Yes,No,No,Cyber security,2,Data Science,Single,No,Bachelor,No,2.74,No,3.8,68,39000,1.0599999999999996,4,4,0.9523809523809523
2018,Female,22,2017,BCSE,10,No,No,3,2,Online,Yes,Yes,8,Advance,90,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,No,1.61,No,2.88,123,40000,1.2699999999999998,6,5,2.5806451612903225
2018,Female,24,2018,BCSE,11,No,No,4,2,Offline,Yes,Yes,2,Intermediate,86,Yes,Yes,No,Cyber security,4,Data Science,Relationship,No,Bachelor,No,2.54,No,3.63,144,40000,1.0899999999999999,8,8,0.48780487804878053
2020,Male,21,2020,BCSE,10,No,No,2,3,Offline,Yes,Yes,3,Intermediate,79,Yes,No,Yes,Cyber security,2,Data Science,Relationship,No,Bachelor,No,1.46,No,2.55,139,40000,1.0899999999999999,6,4,1.4285714285714286
2020,Male,20,2020,BCSE,10,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,2.65,No,3.79,138,40000,1.1400000000000001,4,6,0.9523809523809523
2021,Female,21,2020,BCSE,9,No,No,3,2,Online,Yes,Yes,3,Advance,46,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,1.88,No,2.92,124,42000,1.04,6,5,0.9677419354838709
2022,Female,21,2021,BCSE,6,Yes,No,2,1,Offline,Yes,Yes,3,Advance,78,Yes,No,Yes,Programming,1,UI/UX,Married,Yes,Family,no,2.77,No,3.8,77,42000,1.0299999999999998,2,3,1.4285714285714286
2020,Male,20,2020,BCSE,5,No,No,4,2,Online,Yes,Yes,6,Intermediate,90,No,No,No,Machine Learning,2,Software,Single,No,Bachelor,No,1.98,No,2.97,66,45000,0.9900000000000002,8,6,1.4634146341463417
2022,Male,22,2021,BCSE,5,No,No,2,1,Online,Yes,Yes,3,Basic,23,No,No,Yes,Networking,4,Hardware,Relationship,No,Bachelor,No,1.81,No,2.88,72,45000,1.0699999999999998,2,6,1.4285714285714286
2021,Female,20,2020,BCSE,9,No,No,2,3,Offline,Yes,Yes,3,Advance,55,No,No,Yes,Networking,1,Hardware,Relationship,No,Bachelor,No,2.87,No,3.9,125,46000,1.0299999999999998,6,3,1.4285714285714286
2022,Male,20,2021,BCSE,4,No,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,8,Software,Single,No,Family,No,1.76,No,2.67,27,46000,0.9099999999999999,4,10,1.9047619047619047
2022,Female,21,2021,BCSE,7,No,No,3,2,Offline,Yes,Yes,2,Intermediate,32,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,2.34,No,3.4,109,47000,1.06,6,5,0.6451612903225806
2021,Female,20,2019,BCSE,9,No,No,5,2,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,No,Bachelor,No,2.07,No,3.28,132,48000,1.21,10,6,0.9803921568627452
2020,Male,23,2019,BCSE,10,No,No,2,3,Online,Yes,Yes,2,Intermediate,89,No,No,No,Networking,4,Hardware,Relationship,No,Family,Yes,2.45,No,3.51,132,48000,1.0599999999999996,6,6,0.9523809523809523
2020,Male,20,2020,BCSE,11,No,Yes,5,1,Offline,Yes,Yes,3,Intermediate,68,Yes,No,Yes,Networking,2,Hardware,Single,No,Bachelor,No,2.66,No,3.79,135,48000,1.13,5,7,0.5882352941176471
2020,Female,23,2019,BCSE,11,Yes,No,6,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,Relationship,No,Family,No,2.77,No,3.85,144,49000,1.08,18,10,0.3278688524590164
2022,Female,21,2021,BCSE,6,No,No,5,3,Online,Yes,Yes,3,Basic,100,Yes,No,No,Networking,2,Hardware,Single,No,Family,No,2.63,No,3.7,75,49000,1.0700000000000003,15,7,0.5882352941176471
2020,Male,23,2018,BCSE,8,Yes,No,3,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,2,UI/UX,Relationship,Yes,Family,No,2.81,No,3.79,135,50000,0.98,9,5,0.6451612903225806
2021,Female,21,2019,BCSE,6,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,2.44,No,3.44,56,50000,1.0,2,3,1.4285714285714286
2021,Male,23,2019,BCSE,7,No,No,1,1,Online,Yes,Yes,5,Advance,70,No,No,Yes,Cyber security,5,Hardware,Single,Yes,Family,No,2.5,No,3.22,66,50000,0.7200000000000002,1,6,4.545454545454545
2021,Female,21,2020,BCSE,7,No,No,2,3,Offline,Yes,Yes,6,Advance,100,No,No,Yes,Programming,1,UI/UX,Relationship,Yes,Family,No,2.55,No,3.8,112,50000,1.25,6,3,2.857142857142857
2022,Female,20,2021,BCSE,5,No,No,3,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Programming,2,UI/UX,Single,No,Family,No,2.22,No,3.35,79,50000,1.13,6,5,1.6129032258064515
2021,Female,20,2020,BCSE,9,No,No,3,3,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,2.56,No,3.64,108,53000,1.08,9,5,0.9677419354838709
2020,Female,23,2019,BCSE,8,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,1.99,No,3.0,121,55000,1.01,6,5,2.258064516129032
2020,Female,24,2019,BCSE,11,No,No,3,2,Offline,Yes,Yes,2,Intermediate,34,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,1.56,No,2.62,143,55000,1.06,6,4,0.6451612903225806
2020,Female,21,2019,BCSE,11,No,No,4,3,Offline,Yes,Yes,2,Advance,79,No,No,Yes,Artificial Intelligence,2,Data Science,Relationship,No,Bachelor,No,2.67,No,3.77,143,55000,1.1,12,6,0.48780487804878053
2020,Female,20,2020,BCSE,9,No,No,4,2,Offline,Yes,No,6,Advance,100,No,No,No,Artificial Intelligence,2,Software,Single,Yes,Family,No,2.31,No,3.44,138,55000,1.13,8,6,1.4634146341463417
2020,Male,24,2019,BCSE,11,No,No,2,2,Offline,Yes,Yes,3,Intermediate,76,Yes,No,Yes,Networking,4,Hardware,Married,Yes,Family,No,1.26,No,2.37,143,56000,1.11,4,6,1.4285714285714286
2019,Female,25,2018,BCSE,11,No,No,1,2,Online,Yes,Yes,4,Basic,66,No,No,Yes,Networking,4,Hardware,Single,Yes,Family,No,1.55,No,2.78,143,57000,1.2299999999999998,2,5,3.6363636363636362
2021,Female,20,2020,BCSE,9,No,No,2,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,4,UI/UX,Relationship,Yes,Bachelor,No,2.64,No,3.71,129,59000,1.0699999999999998,6,6,0.9523809523809523
2021,Male,20,2020,BCSE,10,No,No,1,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,2,UI/UX,Relationship,Yes,Bachelor,No,2.76,No,3.81,134,59000,1.0500000000000003,2,3,1.8181818181818181
2020,Male,25,2018,BCSE,8,No,No,4,2,Offline,Yes,Yes,7,Basic,88,No,No,No,Cyber security,1,Data Science,Single,Yes,Bachelor,No,1.62,No,2.45,99,60000,0.8300000000000001,8,5,1.707317073170732
2020,Female,23,2019,BCSE,11,Yes,No,2,2,Online,Yes,Yes,4,Basic,80,No,No,No,Networking,2,Software,Single,Yes,Family,No,2.88,No,3.6,109,60000,0.7200000000000002,4,4,1.9047619047619047
2021,Female,23,2019,BCSE,5,No,No,3,2,Offline,Yes,Yes,6,Intermediate,90,Yes,No,Yes,Programming,4,Software,Relationship,Yes,Family,No,2.61,No,3.57,130,60000,0.96,6,7,1.9354838709677418
2021,Female,23,2019,BCSE,7,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,2,Artificial Intelligence,Single,Yes,Family,No,2.85,No,3.79,66,60000,0.94,2,3,1.8181818181818181
2019,Male,23,2019,BCSE,12,No,No,5,2,Offline,Yes,No,10,Advance,100,No,No,No,Networking,1,Networking,Single,No,Family,No,2.19,No,3.7,111,60000,1.5100000000000002,10,6,1.9607843137254903
2021,Female,22,2019,BCSE,7,No,No,2,2,Offline,Yes,Yes,4,Intermediate,60,Yes,No,Yes,Networking,2,Software,Single,Yes,Bachelor,No,1.9,No,2.81,97,60000,0.9100000000000001,4,4,1.9047619047619047
2020,Female,21,2019,BCSE,8,No,No,5,2,Online,Yes,Yes,7,Advance,75,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,Yes,1.89,No,3.08,117,60000,1.1900000000000002,10,8,1.3725490196078431
2021,Female,21,2019,BCSE,10,No,No,1,3,Offline,Yes,Yes,10,Advance,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,2.77,No,3.81,136,60000,1.04,3,2,9.09090909090909
2021,Male,22,2020,BCSE,6,No,No,2,1,Offline,Yes,Yes,8,Intermediate,95,No,No,No,Programming,1,Data Science,Single,Yes,Family,Yes,1.4,No,2.95,61,60000,1.5500000000000003,2,3,3.8095238095238093
2021,Female,20,2020,BCSE,6,Yes,No,5,3,Offline,Yes,Yes,4,Advance,50,No,No,No,Machine Learning,1,UI/UX,Single,No,Bachelor,No,1.76,No,2.87,68,60000,1.11,15,6,0.7843137254901962
2021,Female,20,2021,BCSE,7,Yes,No,5,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,2.66,No,3.83,102,60000,1.17,15,6,0.3921568627450981
2021,Male,20,2020,BCSE,9,No,No,2,2,Offline,Yes,Yes,2,Intermediate,35,Yes,No,Yes,Programming,1,UI/UX,Single,No,Family,No,1.56,No,2.62,107,62000,1.06,4,3,0.9523809523809523
2022,Female,20,2021,BCSE,5,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,4,Hardware,Married,No,Family,No,2.87,No,3.91,61,62000,1.04,6,7,0.9677419354838709
2019,Male,24,2019,BCSE,10,Yes,No,4,1,Offline,Yes,Yes,7,Intermediate,87,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,2.09,No,3.23,129,64000,1.1400000000000001,4,7,1.707317073170732
2021,Female,20,2020,BCSE,9,No,No,5,2,Online,Yes,Yes,2,Advance,86,No,No,Yes,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,1.56,No,2.66,120,64000,1.1,10,7,0.3921568627450981
2020,Female,21,2020,BCSE,10,Yes,No,7,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,2,Hardware,Married,No,Family,Yes,2.78,No,3.89,138,65000,1.1100000000000003,21,9,0.4225352112676057
2021,Male,20,2020,BCSE,9,No,No,1,1,Offline,Yes,Yes,2,Intermediate,67,No,No,Yes,Cyber security,2,Data Science,Married,Yes,Family,No,2.45,No,3.51,103,65000,1.0599999999999996,1,3,1.8181818181818181
2022,Female,19,2022,BCSE,3,No,No,3,1,Offline,Yes,Yes,3,Advance,95,No,No,No,Machine Learning,1,Hardware,Single,No,Bachelor,No,2.78,No,3.89,35,65000,1.1100000000000003,3,4,0.9677419354838709
2019,Male,24,2018,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Relationship,No,Bachelor,Yes,1.67,No,2.73,143,66000,1.06,10,7,0.5882352941176471
2020,Male,22,2019,BCSE,10,No,No,2,2,Offline,Yes,No,9,Advance,100,No,No,No,Programming,4,Software,Relationship,Yes,Bachelor,No,1.55,No,2.68,134,66000,1.1300000000000001,4,6,4.285714285714286
2023,Female,19,2021,BCSE,2,No,No,2,2,Online,Yes,Yes,10,Advance,77,No,No,No,Machine Learning,2,Software,Relationship,No,Family,No,1.87,No,2.88,35,66000,1.0099999999999998,4,4,4.761904761904762
2022,Male,21,2021,BCSE,5,No,No,4,2,Offline,Yes,Yes,2,Advance,85,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,1.56,No,2.63,65,66000,1.0699999999999998,8,8,0.48780487804878053
2021,Female,23,2019,BCSE,7,No,No,2,2,Online,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,1,Hardware,Relationship,No,Family,No,2.7,No,3.5,66,67000,0.7999999999999998,4,3,2.857142857142857
2021,Female,20,2020,BCSE,9,No,No,2,2,Offline,Yes,No,2,Intermediate,89,Yes,No,Yes,Networking,4,Hardware,Single,No,Family,No,2.76,No,3.8,113,67000,1.04,4,6,0.9523809523809523
2021,Male,22,2021,BCSE,8,No,No,2,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Cyber security,4,Data Science,Single,Yes,Bachelor,No,1.45,No,2.56,88,67000,1.11,4,6,1.4285714285714286
2020,Male,20,2020,BCSE,8,No,No,5,3,Online,Yes,Yes,6,Advance,90,No,No,No,Programming,2,UI/UX,Married,Yes,Family,No,1.55,No,2.76,77,68000,1.2099999999999997,15,7,1.1764705882352942
2021,Male,20,2020,BCSE,9,No,No,2,3,Offline,Yes,Yes,2,Intermediate,87,No,No,No,Networking,4,Hardware,Single,No,Bachelor,No,2.67,No,3.73,101,68000,1.06,6,6,0.9523809523809523
2021,Female,21,2020,BCSE,9,No,No,2,2,Offline,Yes,Yes,3,Advance,86,No,No,Yes,Artificial Intelligence,1,Data Science,Single,Yes,Bachelor,Yes,2.86,No,3.9,119,68000,1.04,4,3,1.4285714285714286
2020,Female,22,2018,BCSE,6,No,No,4,3,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Cyber security,3,UI/UX,Single,No,Family,Yes,2.03,No,3.25,59,70000,1.2200000000000002,12,7,0.48780487804878053
2019,Female,22,2018,BCSE,10,No,No,4,2,Offline,Yes,Yes,7,Advance,95,No,No,No,Networking,2,Software,Relationship,No,Family,No,2.31,No,3.65,140,70000,1.3399999999999999,8,6,1.707317073170732
2021,Female,22,2019,BCSE,8,Yes,No,4,3,Offline,Yes,No,3,Advance,100,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,No,2.66,No,3.78,109,70000,1.1199999999999997,12,7,0.7317073170731708
2022,Female,20,2021,BCSE,5,No,No,6,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,Software,Relationship,No,Family,No,2.11,No,3.26,87,70000,1.15,12,8,0.49180327868852464
2022,Male,19,2021,BCSE,5,No,No,3,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,4,Hardware,Single,No,Family,No,1.67,No,2.7,77,70000,1.0300000000000002,9,7,0.9677419354838709
2019,Male,23,2019,BCSE,11,Yes,No,3,2,Offline,Yes,Yes,5,Advance,97,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,No,2.4,No,3.44,139,71000,1.04,6,6,1.6129032258064515
2021,Female,21,2020,BCSE,3,No,No,3,2,Online,Yes,Yes,10,Basic,30,Yes,No,No,Machine Learning,1,Hardware,Single,No,Family,No,1.55,No,2.81,34,73000,1.26,6,4,3.225806451612903
2022,Female,20,2020,BCSE,5,Yes,No,5,2,Online,Yes,Yes,9,Intermediate,90,No,No,Yes,Cyber security,1,Data Science,Single,Yes,Bachelor,No,2.55,No,3.59,72,73000,1.04,10,6,1.7647058823529413
2021,Male,20,2021,BCSE,9,No,No,1,4,Offline,Yes,Yes,3,Intermediate,87,Yes,No,Yes,Web development,4,Software,Relationship,Yes,Family,No,2.45,No,3.56,123,74000,1.1099999999999999,4,5,2.727272727272727
2019,Male,21,2019,BCSE,11,Yes,No,6,4,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,2.77,No,3.87,139,75000,1.1,24,9,0.3278688524590164
2021,Female,20,2020,BCSE,8,No,No,3,1,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,UI/UX,Single,Yes,Bachelor,No,2.53,No,3.6,95,75000,1.0700000000000003,3,5,0.9677419354838709
2022,Female,19,2021,BCSE,6,No,No,3,1,Online,Yes,Yes,3,Intermediate,43,Yes,No,Yes,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,Yes,1.65,No,2.71,73,75000,1.06,3,5,0.9677419354838709
2021,Female,19,2020,BCSE,4,No,No,3,1,Online,Yes,Yes,9,Basic,70,No,No,No,Artificial Intelligence,3,Hardware,Relationship,No,Bachelor,Yes,2.32,No,3.68,46,77000,1.3600000000000003,3,6,2.903225806451613
2020,Female,20,2020,BCSE,11,No,No,1,3,Offline,Yes,Yes,2,Intermediate,76,No,No,No,Programming,2,UI/UX,Married,Yes,Family,No,2.61,No,3.7,144,77000,1.0900000000000003,3,3,1.8181818181818181
2020,Male,20,2020,BCSE,11,No,No,2,1,Online,Yes,Yes,3,Intermediate,54,Yes,No,No,Programming,4,UI/UX,Single,Yes,Family,No,1.55,No,2.61,143,77000,1.0599999999999998,2,6,1.4285714285714286
2021,Male,19,2021,BCSE,4,No,No,4,2,Online,Yes,Yes,8,Intermediate,100,No,No,Yes,Machine Learning,2,Data Science,Single,Yes,Family,No,2.23,No,3.67,45,77000,1.44,8,6,1.9512195121951221
2018,Male,25,2017,BCSE,12,No,No,1,3,Online,Yes,Yes,3,Advance,60,Yes,No,Yes,Programming,3,Software,Relationship,Yes,Bachelor,No,2.45,No,3.34,122,78000,0.8899999999999997,3,4,2.727272727272727
2020,Female,22,2017,BCSE,11,No,No,1,1,Online,Yes,Yes,3,Intermediate,90,No,No,No,Networking,1,Artificial Intelligence,Married,No,Family,Yes,2.11,No,3.56,132,78000,1.4500000000000002,1,2,2.727272727272727
2020,Male,24,2019,BCSE,10,No,No,3,2,Offline,Yes,Yes,5,Intermediate,77,No,No,No,Artificial Intelligence,1,Data Science,Single,No,Bachelor,No,1.59,No,2.62,132,78000,1.03,6,4,1.6129032258064515
2019,Male,25,2019,BCSE,11,No,No,5,1,Offline,Yes,Yes,3,Advance,100,Yes,No,No,Web development,4,Software,Relationship,Yes,Family,No,2.56,No,3.67,143,78000,1.1099999999999999,5,9,0.5882352941176471
2021,Male,20,2020,BCSE,6,No,No,6,3,Online,Yes,No,3,Advance,100,No,No,No,Networking,1,Data Science,Single,Yes,Bachelor,No,2.76,No,3.77,97,78000,1.0100000000000002,18,7,0.49180327868852464
2021,Male,21,2020,BCSE,9,No,No,2,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,2.76,No,3.8,124,78000,1.04,6,6,1.4285714285714286
2021,Male,20,2020,BCSE,8,No,No,3,3,Offline,Yes,No,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,Single,No,Bachelor,No,2.61,No,3.7,98,79000,1.0900000000000003,9,7,0.6451612903225806
2020,Female,20,2020,BCSE,11,Yes,No,1,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,4,UI/UX,Relationship,No,Family,No,2.75,No,3.86,143,79000,1.1099999999999999,3,5,2.727272727272727
2020,Male,21,2019,BCSE,10,Yes,No,2,3,Offline,Yes,Yes,3,Basic,90,No,Yes,No,Programming,3,Data Science,Relationship,Yes,Family,No,1.98,No,3.11,125,80000,1.13,6,5,1.4285714285714286
2020,Male,20,2019,BCSE,9,Yes,No,6,4,Offline,Yes,Yes,3,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Family,No,2.77,No,3.87,125,80000,1.1,24,9,0.49180327868852464
2022,Male,21,2021,BCSE,5,No,No,2,2,Offline,Yes,Yes,5,Intermediate,78,No,No,Yes,Artificial Intelligence,2,Hardware,Single,Yes,Family,No,1.79,No,2.82,71,80000,1.0299999999999998,4,4,2.380952380952381
2022,Female,21,2021,BCSE,6,No,No,3,2,Online,Yes,Yes,2,Intermediate,100,Yes,No,No,Artificial Intelligence,2,Software,Single,No,Bachelor,No,1.88,No,2.91,74,80000,1.0300000000000002,6,5,0.6451612903225806
2020,Male,21,2020,BCSE,8,No,No,3,1,Online,Yes,Yes,7,Intermediate,71,No,No,No,Machine Learning,1,Software,Relationship,Yes,Bachelor,Yes,2.38,No,3.49,109,81000,1.1100000000000003,3,4,2.258064516129032
2021,Male,20,2020,BCSE,9,No,No,4,2,Online,Yes,Yes,5,Intermediate,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,2.08,No,3.21,113,83000,1.13,8,5,1.2195121951219514
2022,Female,21,2021,BCSE,4,No,No,5,2,Online,Yes,Yes,7,Intermediate,70,No,No,No,Programming,1,Hardware,Relationship,No,Family,No,1.89,No,3.4,56,86000,1.51,10,6,1.3725490196078431
2021,Male,20,2019,BCSE,6,No,No,2,1,Online,Yes,Yes,5,Advance,31,Yes,Yes,Yes,Programming,1,Software,Married,Yes,Family,No,1.21,No,2.47,139,87000,1.2600000000000002,2,3,2.380952380952381
2020,Male,20,2019,BCSE,8,No,No,3,2,Offline,Yes,Yes,6,Intermediate,60,No,No,Yes,Machine Learning,2,Software,Single,Yes,Bachelor,No,1.81,No,2.86,117,87000,1.0499999999999998,6,5,1.9354838709677418
2022,Male,20,2021,BCSE,8,No,No,5,3,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,Yes,2.45,No,3.68,124,87000,1.23,15,8,1.5686274509803924
